name,date,degree,score_OVERALL UNIVERSITY RATING,OVERALL UNIVERSITY RATING,score_Job Prospects,Job Prospects,score_Course and Lecturers,Course and Lecturers,score_Uni Facilities,Uni Facilities,score_Student Support,Student Support,score_Do you think your time at university this year has been value for money?,Do you think your time at university this year has been value for money?,score_Students' Union,Students' Union,score_Accommodation,Accommodation,score_Local life,Local life,score_Societies and Sports,Societies and Sports
Student Reviewer,24 Feb 15,Engineering Science,rat5,{'Tell us about your overall university experience so far.': 'Its good and i feel like im learning a lot here. really good overall.'},rat5,,rat3,,rat5,,rat5,,,,rat2,,rat5,,rat5,,rat5,
Student Reviewer,24 Feb 15,History,rat5,{'Tell us about your overall university experience so far.': 'I like the pubs in the local area. Job prospects are good because of the branding. I try to get involved in the societies and clubs but dont often manage to do a huge amount. |'},rat4,,rat5,,rat5,,rat5,,,,rat4,,rat5,,rat5,,rat5,
Student Reviewer,24 Feb 15,Law,rat5,{'Tell us about your overall university experience so far.': 'I havent mad any use of the support services so far. I find the topics covered in the classes interesting. The Accomodation is expensive and bad quality. The city is small and sleepy - i would prefer a little livelier.'},rat5,,rat5,,rat5,,rat4,,,,rat2,,rat4,,rat5,,rat5,
Student Reviewer,24 Feb 15,Georgraphy,rat4,{'Tell us about your overall university experience so far.': 'Wish I could come back for good! I really really loved it here. Disability support here is excellent!'},rat4,,rat4,,rat3,,rat4,,,,rat3,,rat4,,rat4,,rat4,
Student Reviewer,24 Feb 15,Organic Chemistry,rat5,"{'Tell us about your overall university experience so far.': 'Great uni, interesting people, all the resources in the world. Really enjoying my course. Inspiring lecturers and variety of modules.'}",rat5,,rat5,,rat5,,rat4,,,,rat3,,rat4,,rat4,,rat5,
Student Reviewer,24 Feb 15,Migration Studies,rat4,{'Tell us about your overall university experience so far.': 'Studying my subject at a faster pdg and more fundatmetally that at that end. The students union isnt very good. Needs improvement.'},rat2,,rat4,,rat4,,rat4,,,,rat3,,rat2,,rat2,,rat4,
Student Reviewer,24 Feb 15,Archaeology and Anthropology BA (Hons),rat5,{'Tell us about your overall university experience so far.': 'Wish I could come back for good! I really really loved it here. Disability support here is excellent!'},rat2,,rat4,,rat3,,rat4,,,,rat3,,rat4,,rat4,,rat5,
Student Reviewer,24 Feb 15,History and Politics BA (Hons),rat4,{'Tell us about your overall university experience so far.': 'Amazing experience so far. Great libraries. Love the accommodation-made lots of friends.'},rat5,,rat4,,rat4,,rat5,,,,rat2,,rat5,,rat4,,rat5,
Student Reviewer,24 Feb 15,History,rat4,{'Tell us about your overall university experience so far.': 'Best thing about my course is the tutorials. Accommodation is cheap. Not much student support available.'},rat4,,rat4,,rat3,,rat2,,,,rat1,,rat5,,rat5,,rat4,
Student Reviewer,24 Feb 15,Theology,rat4,"{'Tell us about your overall university experience so far.': 'Great city, a very intensive experience during term time. Love the city life here. five out of five. dont know much about the students union though.'}",rat4,,rat4,,rat2,,rat3,,,,rat3,,rat4,,rat5,,rat3,
Student Reviewer,24 Feb 15,Exponential Psychology,rat5,{'Tell us about your overall university experience so far.': 'Not easy but not impossible to get a job after this university. City life is good great pubs etc. Students union does great work.'},rat3,,rat2,,rat4,,rat2,,,,rat1,,rat2,,rat3,,rat5,
Student Reviewer,24 Feb 15,Medicine,rat5,{'Tell us about your overall university experience so far.': 'Good range of clubs and societies - people watching in cafes is my favourite thing to do in my spare time. Would recomnend for sure.'},rat5,,rat5,,rat5,,rat5,,,,rat2,,rat4,,rat5,,rat5,
Student Reviewer,24 Feb 15,Biochemistry (Molecular and Cellular) MBiochem,rat5,"{'Tell us about your overall university experience so far.': ""Students union- what students union?!?!?!? Need a students union then I'll comment on it.""}",rat5,,rat5,,rat5,,rat5,,,,rat5,,rat5,,rat5,,rat5,
Student Reviewer,24 Feb 15,Philosophy and Theology BA (Hons),rat3,{'Tell us about your overall university experience so far.': 'Really not impressed with the accomodation. Not impressed with the studnets union or even the course and lecturers.'},rat4,,rat2,,rat3,,rat4,,,,rat1,,rat3,,rat3,,rat5,
Student Reviewer,24 Feb 15,History,rat5,{'Tell us about your overall university experience so far.': 'Great job prospects - great city life - and quite enjoying the course itself.'},rat5,,rat4,,rat5,,rat4,,,,rat3,,rat4,,rat4,,rat5,
Student Reviewer,24 Feb 15,History,rat5,{'Tell us about your overall university experience so far.': 'Courses and lectures are good because of their flexability. Accomdation is cheaper than private rental. Libraries are really good. I love my debating society very much.'},rat4,,rat5,,rat4,,rat5,,,,rat4,,rat3,,rat4,,rat5,
Student Reviewer,24 Feb 15,Human Sciences BA (Hons),rat4,{'Tell us about your overall university experience so far.': 'Work is very intense but the career options are great so it is all worth it. Students union is non existant - needs radically improving if you want to get the satisfaction up in this area.'},rat5,,rat5,,rat3,,rat3,,,,rat3,,rat4,,rat5,,rat5,
Student Reviewer,24 Feb 15,Physics,rat5,"{'Tell us about your overall university experience so far.': 'Fulfilling, full of opportunity and privelidge. Dissertation opportunity has expert supervision. Accomodation is well maintained and modern. Good location good facilities. College sport access schemes are good.'}",rat5,,rat5,,rat4,,rat4,,,,rat1,,rat4,,rat4,,rat4,
Student Reviewer,24 Feb 15,Law,rat3,{'Tell us about your overall university experience so far.': 'Very good overall. Am really really happy with my course and lecturers. City life is really exciting for me and I often cant wait to explore the local area. Job prospects are awesome - happy days.'},rat3,,rat2,,rat3,,rat3,,,,rat1,,rat1,,rat3,,rat5,
Student Reviewer,24 Feb 15,Law,rat4,{'Tell us about your overall university experience so far.': 'Positive overall - I particularly enjoy the college nurse and peer support. Woud like more sports facilities if I could have any wish in the world... Tutorials and language classes are very good - quite a happy person in total.'},rat5,,rat4,,rat5,,rat4,,,,rat3,,rat3,,rat5,,rat4,
Student Reviewer,24 Feb 15,History,rat5,"{'Tell us about your overall university experience so far.': ""I am quite happy here. Uni facilities are not so amazing I would have a lot of suggestions if you'd like my oppionoin. Course and lecturers are good though - I really appreciate the goodness of the whole offer.""}",rat4,,rat4,,rat5,,rat4,,,,rat4,,rat3,,rat4,,rat3,
Student Reviewer,24 Feb 15,English Language and Literature BA (Hons),rat5,{'Tell us about your overall university experience so far.': 'Good balance of academic work and extracurricular. Good welfae and peer support. love it overall.'},rat3,,rat4,,rat5,,rat4,,,,rat1,,rat4,,rat5,,rat5,
Student Reviewer,24 Feb 15,History,rat5,{'Tell us about your overall university experience so far.': 'Loved every minute. Oxford is a lot more fun that what people think. The lectures are at 12pm so you can lie in!'},rat3,,rat3,,rat4,,rat4,,,,rat4,,rat4,,rat3,,rat5,
Student Reviewer,24 Feb 15,Law,rat4,{'Tell us about your overall university experience so far.': 'A mix of different people - some good and some bad. Students union is rubbish though needs lots of improvement.'},rat5,,rat1,,rat5,,rat1,,,,rat3,,rat5,,rat3,,rat3,
Student Reviewer,24 Feb 15,English,rat4,{'Tell us about your overall university experience so far.': 'Overall its really good favourite thing is i know i have great job prospects.'},rat4,,rat4,,rat3,,rat5,,,,rat3,,rat4,,rat5,,rat5,
Student Reviewer,24 Feb 15,"Philosophy, Politics and Economics BA (Hons)",rat4,{'Tell us about your overall university experience so far.': 'Very very very good! Support services are great and so is city life. clubs and societies are awesome.'},rat5,,rat3,,rat5,,rat4,,,,rat3,,rat4,,rat5,,rat5,
Student Reviewer,24 Feb 15,European Politics and Society,rat5,"{'Tell us about your overall university experience so far.': 'Overall I love it. We have great professors, there are a wide variety of clubs and societies and I feel set up well for future job prospects. Students Union could be better.'}",rat5,,rat5,,rat4,,rat3,,,,rat2,,rat3,,rat4,,rat5,
Student Reviewer,24 Feb 15,Human Sciences BA (Hons),rat5,{'Tell us about your overall university experience so far.': 'I love it here! I feel ther ability to learn as much as I want and learn in depth too.'},rat4,,rat5,,rat4,,rat4,,,,rat4,,rat4,,rat4,,rat5,
Student Reviewer,24 Feb 15,Physics,rat5,"{'Tell us about your overall university experience so far.': ""Excellent if extremely tiring! I believe finding a job will be easy due to the University's prestige.""}",rat5,,rat5,,rat4,,rat3,,,,rat2,,rat5,,rat5,,rat4,
Student Reviewer,24 Feb 15,Archaeology and Anthropology BA (Hons),rat4,{'Tell us about your overall university experience so far.': 'Fantastic accommodation very good uni facilities would like different ethnicity clubs and societies and a better student union.'},rat4,,rat4,,rat5,,rat5,,,,rat1,,rat5,,rat4,,rat3,
Student Reviewer,24 Feb 15,Biology,rat4,{'Tell us about your overall university experience so far.': 'Everything is in walking distance and is very reputable. I like my course and my lecturers and we have fantastic support services at the University.'},rat5,,rat4,,rat4,,rat5,,,,rat4,,rat5,,rat4,,rat4,
Student Reviewer,24 Feb 15,Economics and Management BA (Hons),rat3,{'Tell us about your overall university experience so far.': 'Good except that there are too many posh people. Good value accomodation in comparason to private landlords but still expensive.'},rat5,,rat4,,rat4,,rat3,,,,rat3,,rat4,,rat3,,rat4,
Student Reviewer,24 Feb 15,History,rat4,{'Tell us about your overall university experience so far.': 'Pretty much everything you need is provided somewhere in the uni. Great job prospects too so am happy.'},rat5,,rat4,,rat5,,rat4,,,,rat2,,rat5,,rat2,,rat4,
Student Reviewer,24 Feb 15,Geography and Environment,rat4,{'Tell us about your overall university experience so far.': 'Accomodation is very easy for foreign students and is very reliable. City life is good for dinner and drinks.'},rat5,,rat3,,rat4,,rat3,,,,rat4,,rat4,,rat4,,rat4,
Student Reviewer,24 Feb 15,Chemistry,rat3,"{'Tell us about your overall university experience so far.': 'Lectures are very interesting, I get to do my own reserach and go abroard to do a project. Everything applies to the real world.'}",rat5,,rat4,,rat5,,rat4,,,,rat3,,rat5,,rat3,,rat5,
